"PackageId","Version","Published","StaleDays","LastChecked"
"choco-cleaner-rt-msinstallers.hook","0.1.0","2023-07-22","1133","2026-08-28"
"choco-cleaner-rt-nugetcache.hook","0.1.0","2023-07-22","1133","2026-08-28"
"choco-cleaner-rt-nupkgs.hook","0.1.0","2023-07-22","1133","2026-08-28"
"choco-cleaner-rt-readmes.hook","0.1.0","2023-07-22","1133","2026-08-28"
"choco-cleaner-rt-startmenuicons.hook","0.1.0","2023-07-22","1133","2026-08-28"
"choco-continuous-upgrader","1.0.2","2024-01-15","956","2026-08-28"
"choco-install-packages-from-web-winconfig","0.0.1","2018-11-28","2830","2026-08-28"
"choco-nuspec-checker",,"2024-06-27","792","2026-08-28"
"choco-optimize-at","0.0.1.1","2018-05-09","3033","2026-08-28"
"choco-package-deprecater","2022.3.15","2022-03-16","1626","2026-08-28"
"choco-package-info-description.hook","1.0.0","2023-08-22","1102","2026-08-28"
"choco-package-info-releasenotes.hook","1.0.0","2023-08-22","1102","2026-08-28"
"choco-package-info-summary.hook","1.0.0","2023-08-22","1102","2026-08-28"
"choco-package-list-backup","2023.6.28","2023-06-29","1156","2026-08-28"
"choco-persistent-packages","2018.5.6","2018-05-06","3036","2026-08-28"
"choco-protocol-support","0.2.0","2023-05-18","1198","2026-08-28"
"choco-sandbox",,"2024-11-09","657","2026-08-28"
"choco-shim-redirects","1.0.0","2023-06-07","1178","2026-08-28"
"choco-shortcuts-winconfig","0.0.4","2023-06-12","1173","2026-08-28"
"choco-toast-notifications.hook","1.1.0","2023-09-30","1063","2026-08-28"
"choco-update-notifier","1.2.1","2021-10-22","1771","2026-08-28"
"choco-upgrade-all-at",,"2024-12-16","620","2026-08-28"
"choco-upgrade-all-at-startup",,"2023-11-19","1013","2026-08-28"
"chocobutler","2.0.0","2025-07-14","410","2026-08-28"
"chocolatestore","1.4.0.76","2026-04-07","143","2026-08-28"
"chocolatey","2.7.4","2026-08-19","9","2026-08-28"
"chocolatey-appstore-chrome","2.0.0","2023-05-01","1215","2026-08-28"
"chocolatey-au","1.0.0","2024-03-11","900","2026-08-28"
"Chocolatey-AutoUpdater","1.0.1","2017-06-20","3356","2026-08-28"
"chocolatey-azuredatastudio.extension","1.0.0","2019-08-18","2567","2026-08-28"
"chocolatey-community-validation.extension","0.2.0","2024-12-11","625","2026-08-28"
"chocolatey-compatibility.extension","1.0.0","2022-04-07","1604","2026-08-28"
"chocolatey-core.extension","1.4.0","2022-04-19","1592","2026-08-28"
"chocolatey-dotnetfx.extension",,"2019-10-01","2523","2026-08-28"
"chocolatey-fastanswers.extension","0.0.2.2","2023-05-01","1215","2026-08-28"
"chocolatey-font-helpers.extension","0.0.4","2021-09-15","1808","2026-08-28"
"chocolatey-fosshub.extension","0.6.1","2016-12-05","3553","2026-08-28"
"chocolatey-isomount.extension","1.1.0","2026-08-09","19","2026-08-28"
"chocolatey-mandelbulber2","2.27.0","2022-03-23","1619","2026-08-28"
"chocolatey-misc-helpers.extension","0.0.4","2020-08-25","2194","2026-08-28"
"chocolatey-nexus-repo","1.0.2","2023-07-23","1132","2026-08-28"
"chocolatey-npm.extension","1.1.0","2022-08-05","1484","2026-08-28"
"chocolatey-os-dependency.extension","0.0.1","2022-04-29","1582","2026-08-28"
"chocolatey-preinstaller-checks.extension",,"2022-04-07","1604","2026-08-28"
"chocolatey-processor-features.extension","0.0.1","2026-02-02","207","2026-08-28"
"chocolatey-shim","1.0.0","2023-06-06","1179","2026-08-28"
"chocolatey-toast-notifications.extension","0.0.4","2020-09-20","2168","2026-08-28"
"chocolatey-toast.extension","1.0.1","2019-02-08","2758","2026-08-28"
"chocolatey-uninstall.extension","1.2.0","2016-11-13","3575","2026-08-28"
"chocolatey-visualstudio.extension",,"2025-11-12","289","2026-08-28"
"chocolatey-vscode","0.7.2","2020-08-13","2206","2026-08-28"
"chocolatey-vscode.extension","1.1.0","2019-08-17","2568","2026-08-28"
"chocolatey-windowsupdate.extension","1.0.5","2022-10-15","1413","2026-08-28"
"chocolatey.server","0.3.0","2021-09-29","1794","2026-08-28"
"ChocolateyDeploymentUtils",,"2013-05-30","4838","2026-08-28"
"ChocolateyExplorer",,"2014-10-25","4325","2026-08-28"
"ChocolateyGUI","3.2.0","2026-06-10","79","2026-08-28"
"ChocolateyPackageUpdater","0.6.13","2017-06-11","3365","2026-08-28"
"chocolateypowershell","0.0.2.3","2021-02-02","2033","2026-08-28"
"chocomaint","1.0.3.7","2020-06-02","2278","2026-08-28"
"chocomon","1.0.1.1","2016-04-13","3789","2026-08-28"
"ChocoShortcuts","0.4.1","2018-03-27","3076","2026-08-28"
"chocoupdater","2.1.2","2025-03-12","534","2026-08-28"
"chocoversionselect","1.0.3","2025-06-12","442","2026-08-28"
"choose","1.3.7","2025-10-21","311","2026-08-28"
"choosenim","0.8.16","2025-07-17","407","2026-08-28"
"chordsketch","0.5.0","2026-05-20","100","2026-08-28"
"chow-tape-model","2.9.0","2021-10-26","1767","2026-08-28"
"chrlauncher.portable","2.6.0","2022-02-04","1666","2026-08-28"
"chromaprint","1.1.0","2014-11-16","4303","2026-08-28"
"chromas","2.6.6","2018-11-30","2828","2026-08-28"
"chrome-remote-desktop-chrome","63.0.3239.17","2017-11-30","3193","2026-08-28"
"chrome-remote-desktop-host","152.0.7977.9","2026-08-13","15","2026-08-28"
"chromecacheview","2.52.0","2025-01-23","582","2026-08-28"
"chromecookiebackup","1.0.0","2017-10-02","3252","2026-08-28"
"chromecookiesview","1.56.0","2019-08-09","2576","2026-08-28"
"chromedriver","152.0.7977.64","2026-08-26","2","2026-08-28"
"ChromeDriver2","2.25.0","2016-11-06","3582","2026-08-28"
"chromehistoryview","1.52.0","2022-10-19","1409","2026-08-28"
"chromehue-chrome","1.1.6","2017-02-09","3487","2026-08-28"
"chromelpass-chrome","2.8.1","2017-06-24","3349","2026-08-25"
"chromepass","1.45.0","2017-08-27","3285","2026-08-25"
"chrometana-chrome","2.0.1","2017-11-30","3190","2026-08-25"
"chromium","151.0.7922.174","2026-08-22","3","2026-08-25"
"chromiumbsu","0.9.16.1","2017-07-03","3340","2026-08-25"
"chrono-chrome","0.10.0","2018-08-10","2937","2026-08-25"
"chrysalis","0.13.3","2024-04-16","861","2026-08-25"
"chrysalis.install","0.13.3","2024-04-15","862","2026-08-25"
"chrysalis.portable","0.13.3","2024-02-13","924","2026-08-25"
"chucknorris","0.6.0","2013-06-22","4812","2026-08-25"
"chunkfs","0.20.10","2018-02-12","3116","2026-08-25"
"Chutzpah","4.4.8","2020-01-25","2404","2026-08-25"
"ci-cd-assets-vscode","0.5.0","2019-04-20","2684","2026-08-25"
"cica","5.0.3","2022-04-01","1607","2026-08-25"
"cider","1.6.3","2024-05-19","828","2026-08-25"
"cilium-cli","0.19.7","2026-07-29","27","2026-08-25"
"cimer","","2013-02-22","4932","2026-08-25"
"cinebench","","2024-01-15","953","2026-08-25"
"cinst-shim","1.0.0","2023-06-06","1176","2026-08-25"
"circleci-cli","1.0.48692","2026-08-20","5","2026-08-25"
"citrix-enterprise-browser","137.1.1.25","2025-07-18","403","2026-08-25"
"citrix-receiver","4.12.0","2018-06-08","3000","2026-08-25"
"citrix-sharefile-outlook","6.5.12.1","2020-04-08","2330","2026-08-25"
"citrix-sharefile-sync","3.24.106","2020-09-16","2169","2026-08-25"
"citrix-workspace","26.3.10.69","2026-06-23","63","2026-08-25"
"citrix-workspace-ltsr","25.7.1000.1025","2026-01-14","223","2026-08-25"
"civ3d","2027.13.9.628","2026-04-13","134","2026-08-25"
"civo-cli","1.5.4","2026-06-25","61","2026-08-25"
"ck-pdf-unlocker","8.4.4","2026-07-27","29","2026-08-25"
"cksdev11","","2013-05-27","4838","2026-08-25"
"cksdevserver","","2012-11-12","5034","2026-08-25"
"clamav","1.5.4","2026-08-07","18","2026-08-25"
"clamsentinel","1.22.0","2014-12-04","4282","2026-08-25"
"clamwin","0.103.2.1","2021-06-08","1904","2026-08-25"
"clash","1.19.19","2026-01-19","218","2026-08-25"
"clash-for-windows","0.20.2","2022-09-10","1445","2026-08-25"
"clash-of-clans","0.38.6","2019-02-14","2749","2026-08-25"
"clash-royale","0.38.6","2019-02-14","2749","2026-08-25"
"classic-shell","4.3.1.20180405","2018-04-05","3064","2026-08-25"
"classified-ads","0.13.0","2018-07-04","2974","2026-08-25"
"classyshark","8.2.0","2019-06-19","2624","2026-08-25"
"claude","1.34493.1","2026-08-23","2","2026-08-25"
"claude-code","2.1.231","2026-08-22","3","2026-08-25"
"claude-code-switcher.portable","0.3.2","2026-07-06","50","2026-08-25"
"clavier-plus","11.4.1","2023-11-12","1017","2026-08-25"
"clavier-plus.install","11.4.1","2023-11-12","1017","2026-08-25"
"clavier-plus.portable","11.4.1","2023-11-12","1017","2026-08-25"
"claws-mail","4.4.0","2026-03-16","162","2026-08-25"
"clcl.portable","2.0.3","2018-05-31","3008","2026-08-25"
"cleanafterme","1.37.0","2015-04-03","4162","2026-08-25"
"cleanmgr-plus","1.50.1300","2022-01-25","1673","2026-08-25"
"cleanup","4.5.2.20190522","2019-05-30","2644","2026-08-25"
"cleanup-desktop-shortcuts.hook","0.1.0","2026-05-07","110","2026-08-25"
"clearcomponentcache","1.1.17","2016-01-16","3874","2026-08-25"
"clementine","1.3.1.20170212","2017-02-12","3481","2026-08-25"
"clever-tools","0.10.1","2018-01-29","3130","2026-08-25"
"clic","2.0.255","2025-04-24","488","2026-08-25"
"click-pcl","2.40.0","2019-05-28","2646","2026-08-25"
"clickhouse-odbc","1.5.3","2026-03-12","166","2026-08-25"
"clickie","1.2.1.20190201","2019-02-01","2762","2026-08-25"
"clickpaste","1.3.1","2025-09-03","356","2026-08-25"
"clickshare-desktop","4.50.0.15","2026-05-27","90","2026-08-25"
"ClickUp","1.1.7","2026-05-09","108","2026-08-25"
"ClickUp-Official","3.5.262","2026-07-26","30","2026-08-25"
"clink","0.4.9","2018-07-31","2947","2026-08-25"
"clink-maintained","1.9.31","2026-08-08","17","2026-08-25"
"clion-ide","2026.1.4","2026-07-02","54","2026-08-25"
"clipboard-help-and-spell","2.46.1","2019-12-31","2429","2026-08-25"
"clipboardfusion","6.2.0","2024-12-11","622","2026-08-25"
"clipboardic","1.15.0","2017-05-29","3375","2026-08-25"
"clipboardpro","1.3.0","2026-05-31","86","2026-08-25"
"clipcache","3.8.0","2024-05-09","838","2026-08-25"
"clipdiary","5.7.0","2023-10-24","1036","2026-08-25"
"clipgrab","3.9.15","2025-11-27","271","2026-08-25"
"clipimg-vscode","0.3.0","2025-03-14","529","2026-08-25"
"clipjump","12.5.0","2017-01-10","3514","2026-08-25"
"clippy-clipboard","1.7.3","2026-08-11","14","2026-08-25"
"clipstudio-modeler","1.10.13","2021-08-27","1824","2026-08-25"
"clipstudio-paint","5.1.2","2026-08-23","2","2026-08-25"
"clipto","7.2.17","2022-04-26","1582","2026-08-25"
"clipto-pro","2.4.6","2020-03-18","2351","2026-08-25"
"clipto-pro.install","2.4.6.20200318","2020-03-18","2351","2026-08-25"
"clipto.install","7.2.17","2022-04-26","1582","2026-08-25"
"clipx","","2012-06-21","5178","2026-08-25"
"clisp","","2012-08-08","5130","2026-08-25"
"clist-shim","1.0.0","2023-06-06","1176","2026-08-25"
"clmp","1.0.0","2015-01-18","4237","2026-08-25"
"CLOC","2.10.0","2026-07-05","51","2026-08-25"
"clockify","2.0.8","2025-11-16","282","2026-08-25"
"clockres","2.10.0","2016-07-04","3704","2026-08-25"
"clojure","1.12.5.1664","2026-07-27","29","2026-08-25"
"clojure.clr","","2012-05-17","5213","2026-08-25"
"cloneapp","2.15.606","2020-10-25","2130","2026-08-25"
"clonespy","3.43.0","2019-10-29","2492","2026-08-25"
"CloseTheDoor","","2013-06-13","4821","2026-08-25"
"cloudapp","6.3.1.122","2021-03-15","1989","2026-08-25"
"cloudbaseinit","1.1.8.20260417","2026-05-23","94","2026-08-25"
"cloudberrybackup","7.9.3.140","2024-02-18","919","2026-08-25"
"cloudberrydrive","3.2.0.2","2021-04-21","1952","2026-08-25"
"CloudBerryDrive.Desktop","","2014-09-23","4354","2026-08-25"
"CloudBerryExplorer.AmazonS3","5.9.1.192","2019-05-09","2665","2026-08-25"
"CloudBerryExplorer.AzureStorage","3.1.0.17","2018-11-27","2828","2026-08-25"
"CloudBerryExplorer.GoogleStorage","3.6.0.3","2021-02-09","2023","2026-08-25"
"CloudBerryExplorer.OpenStackStorage","1.8.0.9","2021-02-09","2023","2026-08-25"
"CloudBerryExplorer.S3","5.0.0.29","2016-12-22","3533","2026-08-25"
"cloudcompare","2.13.2","2025-09-19","340","2026-08-25"
"cloudflare-utils","1.9.0","2026-08-15","10","2026-08-25"
"cloudflared","2026.8.1","2026-08-13","12","2026-08-25"
"cloudformation-guard","3.1.2","2024-11-25","638","2026-08-25"
"cloudfoundry-cli","8.18.4","2026-07-03","53","2026-08-25"
"cloudoman.snapshottercmd","","2014-01-09","4611","2026-08-25"
"cloudquery","6.41.1","2026-08-07","18","2026-08-25"
"cloudstation","4.3.3.4469","2020-07-19","2228","2026-08-25"
"Clover","3.2.3","2016-12-02","3553","2026-08-25"
"clrprofiler","4.5.0.20180517","2018-05-18","3021","2026-08-25"
"clumsy","0.2.0","2014-12-04","4282","2026-08-25"
"cmag","0.1.0","2024-03-05","903","2026-08-25"
"cmail","0.8.11","2024-05-23","824","2026-08-25"
"cmake","4.4.2","2026-07-31","25","2026-08-25"
"cmake.install","4.4.2","2026-07-31","25","2026-08-25"
"cmake.portable","4.4.2","2026-07-31","25","2026-08-25"
"cmaptools","6.3.1.1","2019-05-31","2643","2026-08-25"
"cmcollctr","","2014-09-22","4355","2026-08-25"
"cmdaliases","","2012-02-06","5314","2026-08-25"
"Cmder","1.3.25","2024-05-31","816","2026-08-25"
"cmder.portable","1.1.4.102","2016-06-22","3716","2026-08-25"
"cmdermini","1.3.25","2024-05-31","816","2026-08-25"
"cmdermini.portable","1.1.4.102","2016-06-22","3716","2026-08-25"
"cmderplus","1.1.0","2015-06-24","4080","2026-08-25"
"cmdhere","0.0.1","2018-07-16","2962","2026-08-25"
"cmdimg.install","1.0.0","2016-03-26","3804","2026-08-25"
"cmdow","1.4.8.20180816","2018-08-17","2930","2026-08-25"
"cmdutils","1.5.0","2017-02-09","3484","2026-08-25"
"cms-magic-series","2.5.6.2076","2024-09-20","704","2026-08-25"
"CMSupportCenter","5.0.7958.20190201","2019-02-02","2761","2026-08-25"
"cmtraceopen","1.5.0","2026-07-28","28","2026-08-25"
"cnote","1.1.0","2021-08-29","1822","2026-08-25"
"cnquery","13.35.2","2026-08-19","6","2026-08-25"
"cnspec","13.35.2","2026-08-19","6","2026-08-25"
"Cntlm","","2014-01-24","4596","2026-08-25"
"coapcli","1.3.1","2023-01-27","1306","2026-08-25"
"coapp","1.23.521","2015-06-26","4078","2026-08-25"
"cobian-backup","11.2.0.582001","2019-02-22","2741","2026-08-25"
"cockatrice","2016.5.6","2016-05-12","3757","2026-08-25"
"cocogitto","7.0.0","2026-03-04","174","2026-08-25"
"cocuun","2.23.2","2022-12-30","1334","2026-08-25"
"codac","1.5.7.20250626","2025-06-27","424","2026-08-25"
"code-minimap","0.6.8","2025-01-07","595","2026-08-25"
"code-notes","1.2.1","2019-01-12","2782","2026-08-25"
"code-pathfinder","1.3.0","2026-01-26","211","2026-08-25"
"code-searcher","1.16.0","2021-02-12","2020","2026-08-25"
"CodeAuditor","","2014-08-22","4386","2026-08-25"
"codeblocks","25.3.0","2025-09-18","341","2026-08-25"
"codecontracts","1.9.10714.2","2016-09-03","3643","2026-08-25"
"codecov","1.13.0","2021-02-16","2016","2026-08-25"
"codegpt","0.14.6","2024-12-16","617","2026-08-25"
"codelite","18.1.0","2025-01-10","592","2026-08-25"
"codemaid","12.0.300","2021-11-08","1751","2026-08-25"
"codeprintio","1.0.7","2025-09-21","338","2026-08-25"
"codeproject-ai","2.9.5","2024-12-27","606","2026-08-25"
"codeql","2.26.2","2026-07-29","27","2026-08-25"
"codereview-cli","0.10.291","2026-08-20","5","2026-08-25"
"coderush-vs2015","18.2.9","2019-04-02","2702","2026-08-25"
"codeseeker","1.7.2","2026-02-02","204","2026-08-25"
"codetrack","1.0.3.301","2019-01-26","2768","2026-08-25"
"codex","0.149.1","2026-08-24","1","2026-08-25"
"coffeemud","5.10.5","2025-10-26","303","2026-08-25"
"CoffeeScript","","2012-05-15","5215","2026-08-25"
"Coinomi","1.3.0","2022-01-14","1684","2026-08-25"
"cold-turkey-blocker","4.9.0","2025-12-04","264","2026-08-25"
"colemak","1.3.0","2022-11-22","1372","2026-08-25"
"CollapseSolution","","2013-05-02","4863","2026-08-25"
"collectdwin","0.5.19","2017-10-23","3228","2026-08-25"
"collectw.service","1.0.32","2016-02-05","3854","2026-08-25"
"color-quantizer","0.7.4.4","2018-05-13","3026","2026-08-25"
"color-sustainer","1.5.0","2017-02-19","3474","2026-08-25"
"colora","0.3.1","2020-09-11","2174","2026-08-25"
"ColorCat.portable","0.0.4","2016-01-18","3872","2026-08-25"
"colorconsole","2.51.0","2018-02-16","3112","2026-08-25"
"colorconsole.install","4.3.0","2019-08-09","2573","2026-08-25"
"colorconsole.portable","4.3.0","2019-08-09","2573","2026-08-25"
"colorcop","5.5.16","2026-07-11","45","2026-08-25"
"ColorDesker","","2014-03-13","4548","2026-08-25"
"colorkraken","1.0.0","2022-02-03","1664","2026-08-25"
"colormania","15.0.0","2026-03-09","169","2026-08-25"
"ColorPic","","2013-07-24","4780","2026-08-25"
"colortool","18.10.2002","2018-10-12","2874","2026-08-25"
"colour-contrast-analyser","3.5.5","2025-09-11","348","2026-08-25"
"com0com","","2013-02-08","4946","2026-08-25"
"com2tcp","1.3.0","2021-06-23","1889","2026-08-25"
"combofix","19.11.4.1","2020-07-01","2246","2026-08-25"
"comet-browser","145.1.7632.3200","2026-03-27","151","2026-08-25"
"comfortclipboardpro","9.6.3","2026-08-22","3","2026-08-25"
"comic-collector","23.7.3","2023-09-18","1072","2026-08-25"
"comic-dl","2024.2.10","2024-02-10","927","2026-08-25"
"ComicRack","0.9.178.20201116","2020-11-16","2108","2026-08-25"
"comicrackce","0.9.182","2026-02-24","182","2026-08-25"
"comicreader-plex","1.3.5","2016-11-06","3579","2026-08-25"
"comictagger","1.5.5","2022-11-26","1368","2026-08-25"
"command-dictate-free","1.0.2","2026-06-12","74","2026-08-25"
"commandbox","","2014-08-27","4381","2026-08-25"
"commander","2026.223.3825","2026-03-18","160","2026-08-25"
"commandtaskrunner","1.3.46","2019-01-17","2777","2026-08-25"
"commandWindowHere","1.0.2","2016-03-23","3807","2026-08-25"
"commentremover","1.1.8","2016-03-17","3813","2026-08-25"
"commit","0.0.6","2016-07-30","3678","2026-08-25"
"commitmonitor","1.11.2.1123","2016-05-14","3755","2026-08-25"
"commitmonitor.install","1.11.2.1123","2016-05-14","3755","2026-08-25"
"commitmonitor.portable","1.11.2.1123","2016-05-14","3755","2026-08-25"
"comodo-cocc","6.17.11191.18031","2018-04-04","3065","2026-08-25"
"comodo-remote","6.17.11326.18031","2018-04-04","3065","2026-08-25"
"compact-timer","","2013-08-15","4758","2026-08-25"
"compactgui","2.6.2","2018-03-12","3088","2026-08-25"
"compactor","0.10.1","2020-12-22","2072","2026-08-25"
"compactrs","2025.12.25","2026-01-06","231","2026-08-25"
"compare41","3.0.1","2024-10-04","690","2026-08-25"
"compareit","","2013-09-14","4728","2026-08-25"
"compassion","1.30.0","2023-11-02","1027","2026-08-25"
"compdf","1.71.0","2019-10-27","2494","2026-08-25"
"compdf-console","1.7.0","2019-10-27","2494","2026-08-25"
"composer","6.3.0","2021-11-18","1741","2026-08-25"
"compressonator-cli","4.5.52","2024-02-01","936","2026-08-25"
"compton.portable","1.52.0","2025-06-07","444","2026-08-25"
"conadvpass","1.1.0","2015-04-03","4162","2026-08-25"
"conan","2.31.2","2026-08-05","20","2026-08-25"
"conceal","4.2.0","2026-02-06","200","2026-08-25"
"concert.env","","2014-04-08","4522","2026-08-25"
"concerteenv","","2014-04-12","4518","2026-08-25"
"concourse","5.8.0","2020-03-20","2349","2026-08-25"
"ConEmu","23.7.24","2023-07-24","1128","2026-08-25"
"confd","0.16.0","2020-03-30","2339","2026-08-25"
"confide","1.10.2","2021-08-14","1837","2026-08-25"
"config-disablebeep","1.0.0.2017120201","2020-10-09","2146","2026-08-25"
"configcat","2.6.1","2026-04-09","138","2026-08-25"
"configuration.powershell","1.6.0","2023-08-24","1097","2026-08-25"
"confluence-cli","1.3.96","2026-08-18","7","2026-08-25"
"confold","0.5.0","2026-06-22","64","2026-08-25"
"confuser","1.9.0","2016-01-10","3880","2026-08-25"
"confuserex","1.6.0","2022-03-01","1638","2026-08-25"
"confuserex.portable","1.6.0","2022-03-01","1638","2026-08-25"
"connectwise","17.1.1.5","2020-01-08","2421","2026-08-25"
"connectwise-manage-client","2017.3.0","2018-02-12","3116","2026-08-25"
"connexion","3.1.8196","2022-07-24","1493","2026-08-25"
"conroe.install","1.15.0","2025-09-03","356","2026-08-25"
"console-devel","","2014-01-08","4612","2026-08-25"
"Console2","2.0.148.20140727","2014-07-28","4411","2026-08-25"
"consoleclassix","4.30.0","2018-09-04","2912","2026-08-25"
"ConsoleZ","1.19.0.19104","2019-04-17","2687","2026-08-25"
"ConsoleZ.Settings","1.0.0.20141027","2014-10-28","4319","2026-08-25"
"ConsoleZ.WithPin","","2014-10-15","4332","2026-08-25"
"consul","2.0.3","2026-08-08","17","2026-08-25"
"consul-template","0.39.1","2024-12-27","606","2026-08-25"
"contasimple-desktop","3.1.0","2020-07-27","2220","2026-08-25"
"contensis-cli","1.6.0","2025-12-12","256","2026-08-25"
"ContentSync","1.4.0","2016-11-05","3580","2026-08-25"
"context-menu-manager","3.3.3.1","2026-07-03","53","2026-08-25"
"contextconsole","2.1.0.20171024","2017-10-24","3227","2026-08-25"
"contextmenumanager","3.0.0","2021-02-22","2010","2026-08-25"
"contig","1.83.0","2024-04-22","855","2026-08-25"
"continuainit","1.2.0","2017-02-28","3465","2026-08-25"
"contract-tools","1.37.8","2026-02-11","195","2026-08-25"
"control-dashboard","1.2.0","2025-03-13","530","2026-08-25"
"control-dashboard-pro","1.2.0","2025-03-13","530","2026-08-25"
"controlmymonitor","1.43.0","2026-08-11","14","2026-08-25"
"convertall","0.6.0","2015-04-02","4163","2026-08-25"
"convertcp","6.3.0","2023-04-10","1233","2026-08-25"
"converternow","4.6.0","2026-05-20","97","2026-08-25"
"coolterm","2.0.1.20230405","2023-04-06","1237","2026-08-25"
"copay","4.6.2","2018-09-11","2905","2026-08-25"
"copy","","2014-04-10","4520","2026-08-25"
"copy-dialog-lunar-lander","1.1.0","2023-01-02","1331","2026-08-25"
"copyfilename","2.2.22.20160824","2016-08-24","3653","2026-08-25"
"copyq","6.4.0","2023-01-20","1313","2026-08-25"
"copytranslator","9.1.0","2021-09-18","1802","2026-08-25"
"copyx","1.0.0","2026-06-18","68","2026-08-25"
"Coq","8.13.1","2021-02-23","2009","2026-08-25"
"corebus","3.5.2","2026-08-03","22","2026-08-25"
"coreinfo","4.2.0","2026-08-13","12","2026-08-25"
"coretemp","1.20.1","2026-05-02","115","2026-08-25"
"corretto11jdk","11.0.31.111","2026-04-22","125","2026-08-25"
"corretto17jdk","17.0.20.81","2026-07-22","34","2026-08-25"
"corretto21jdk","21.0.12.81","2026-07-22","34","2026-08-25"
"corretto25jdk","25.0.1.81","2025-11-04","294","2026-08-25"
"corretto8jdk","8.502.7.1","2026-07-22","34","2026-08-25"
"corretto8jre","8.502.7.1","2026-07-22","34","2026-08-25"
"correttojdk","21.0.12.81","2026-07-22","34","2026-08-25"
"corsixth","0.70.0","2026-07-10","46","2026-08-25"
"corsixth.install","0.70.0","2026-07-10","46","2026-08-25"
"corsixth.portable","0.70.0","2026-07-10","46","2026-08-25"
"corvusskk","3.3.4","2026-08-14","11","2026-08-25"
"cosafe","1.3.2.2023090701","2023-09-07","1083","2026-08-25"
"Cosign","1.3.1","2021-12-01","1728","2026-08-25"
"cosmic-comics","","2025-01-02","600","2026-08-25"
"cosmosdbexplorer","0.9.8","2023-05-25","1188","2026-08-25"
"cosmosexplorer","1.0.1","2025-06-08","443","2026-08-25"
"couchbase-server-community","4.5.0","2017-01-06","3518","2026-08-25"
"couchdb","","2012-11-13","5033","2026-08-25"
"CouchPotato","","2012-11-05","5041","2026-08-25"
"countrytraceroute","1.40.0","2023-05-02","1211","2026-08-25"
"CovenantEyes","","2013-07-23","4781","2026-08-25"
